part_a,part_b,similarity,distance,topology_distance,geometry_distance,shape_distance,size_distance,size_gate_failed,same_group
35,46,0.9999999999993335,6.66453733635099e-13,0.0,1.0714716428938692e-14,3.3179943303507722e-12,1.1745897180654684e-15,False,False
26,49,0.9999999999993321,6.679366823637079e-13,0.0,1.589188234117526e-14,3.3189643118243864e-12,1.1389960902453021e-15,False,True
33,56,0.9999999999993241,6.759176431506947e-13,0.0,3.974219104980376e-15,3.373792890025429e-12,1.1034024624251403e-15,False,True
27,54,0.9999999999993214,6.786191927413196e-13,0.0,2.206782836076545e-14,3.363348865365566e-12,2.8830838534334406e-15,False,True
27,47,0.9999999999993201,6.799296149939299e-13,0.0,2.8040127803725054e-14,3.3625557308188114e-12,2.7229125282426946e-15,False,False
23,31,0.999999999999319,6.809637505872073e-13,0.0,2.5747869348530257e-15,3.4010930600710323e-12,6.762789285831504e-16,False,True
43,47,0.9999999999993139,6.860661104716995e-13,0.0,2.899175906995386e-14,3.3934635158307247e-12,8.364502537738964e-16,False,True
41,51,0.9999999999993068,6.932230571940474e-13,0.0,6.717274363987946e-15,3.457411697975303e-12,4.0932671993190586e-16,False,True
29,33,0.9999999999993037,6.9638725360818e-13,0.0,1.1026629241241472e-14,3.4675790342407475e-12,7.652629981335627e-16,False,True
38,43,0.9999999999992993,7.006864658980931e-13,0.0,2.143873631161266e-14,3.4763936521131633e-12,3.2034265038149206e-16,False,False
24,53,0.999999999999299,7.009732464204836e-13,0.0,6.598131641741078e-15,3.4963249201207247e-12,3.915299060218231e-16,False,False
37,41,0.9999999999992966,7.033825663518801e-13,0.0,1.963534933306473e-14,3.491527745635818e-12,1.1211992763352239e-15,False,True
43,57,0.9999999999992952,7.048203417455942e-13,0.0,1.1335592692251035e-14,3.5096385704331406e-12,3.91529906021823e-16,False,True
26,30,0.9999999999992868,7.131890847218666e-13,0.0,9.125354825180315e-15,3.5527634978903266e-12,2.3669762500410124e-15,False,False
28,42,0.9999999999992858,7.14170921668564e-13,0.0,1.758679351415592e-14,3.5476431362903293e-12,1.637306879727629e-15,False,True
24,38,0.9999999999992824,7.176456909425724e-13,0.0,6.819507349493753e-15,3.579303642213018e-12,5.339044173024858e-16,False,False
27,35,0.9999999999992805,7.195690396297527e-13,0.0,6.258777173996582e-15,3.5874723330886482e-12,3.3991914568258498e-15,False,True
24,47,0.9999999999992801,7.198773322904718e-13,0.0,1.4434193324595532e-14,3.5808901010419072e-12,6.050916729428187e-16,False,True
21,32,0.9999999999992792,7.207443653157363e-13,0.0,1.1584563963242307e-14,3.589080950299438e-12,2.1356176692099458e-16,False,False
46,47,0.9999999999992784,7.215964567463031e-13,0.0,1.1691700710291847e-14,3.5925000631655338e-12,1.156792904155386e-15,False,True
46,54,0.9999999999992759,7.240397009858333e-13,0.0,6.133919723836622e-15,3.611756943869282e-12,1.0322152067848066e-15,False,False
28,39,0.9999999999992749,7.250885956280677e-13,0.0,5.734112913987817e-15,3.618221946556123e-12,7.11872556403315e-17,False,True
24,57,0.9999999999992729,7.271391522546613e-13,0.0,4.336283479422188e-15,3.6298749786110515e-12,5.339044173024858e-16,False,True
